Doc ID,Clinical Trial,Multicenter Study,Comparative Study,Randomized Controlled Trial,Non-U.S. Gov't,"N.I.H., Extramural",Letter,Non-P.H.S.,Pragmatic Clinical Trial,Observational Study,Phase I,Phase II,Phase III,Phase IV,pval-1,pval-2,pval-3,pval-4,pval-5,n-1,n-2,n-3,n-4,n-5,funding-1,funding-2,funding-3,funding-4,funding-5,sections,characters,words,sentences,chars-per-word-mean,chars-per-word-stdev,words-per-sentence-mean,words-per-sentence-stdev,syallables-per-word-mean,syallables-per-word-stdev,ARI,hard-word-ratio,lexical-density,gunning-fog-index,coleman-liau-index,SMOG,flesch-kincaid-index
12748463,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,American College of Obstetricians,0,0,0,0,8,6133,1095,55,4.751598173515982,3.5370117608945115,19.90909090909091,10.90408134135975,1.2283105022831051,1.0723008478116012,11.619999999999997,0.13424657534246576,0.2684931506849315,8.017334993773352,13.192182648401825,12.46857058067387,82.71220423412204
11172832,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,0,0,National Institute of Child Health and Human Development,National Institutes of Health,Department of Obstetrics and Gynecology,Louisiana State University Health Sciences Center,0,13,24704,4478,162,4.648503796337651,3.3471187832344715,27.641975308641975,13.360095066027773,1.2740062527914247,0.9966575006856195,15.619999999999997,0.14359088878963824,0.18110763733809737,11.114226478972647,12.291469405984813,14.51042735700926,70.9974660755739
12433510,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,1876,606,19,0,AstraZeneca,0,0,0,0,21,31160,5661,187,4.687334393216746,3.605859529472773,30.272727272727273,23.79019981080704,1.0704822469528352,0.9976773759331892,17.119999999999997,0.11552729199788023,0.24783607136548313,12.155301825890062,12.453898604486838,13.812586527582031,85.54538372597197
10532692,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18503,3477,100,4.492090882945067,3.4682943554825307,34.77,22.3904087510792,1.190681622088007,1.0452746115890204,19.119999999999997,0.13920046016681048,0.276675294794363,13.963680184066726,11.216312913431114,15.697141804513542,70.81178477135462
14563543,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.05,0.001,0.01,0.02,0.45,0,0,0,0,0,0,0,0,0,0,15,15752,2909,126,4.562392574767961,3.040868223977853,23.08730158730159,10.7532468334135,1.3073221038157443,0.9358724438412255,13.619999999999997,0.1512547267102097,0.2605706428325885,9.29542252560472,11.934726710209691,13.804545345901655,72.80193890607694
10881805,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,150,0,0,0,0,0,0,0,0,0,17,12055,2072,84,4.962355212355212,3.6831971097908793,24.666666666666668,13.338196545681201,1.2553088803088803,1.1755805708005769,14.119999999999997,0.1640926640926641,0.2562741312741313,9.932303732303733,14.228378378378377,14.622400222303426,75.59920205920207
12748513,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,British Columbia Medical Services Foundation,0,0,0,0,10,8751,1530,58,4.830065359477124,3.3644757665094933,26.379310344827587,17.509724201748426,1.4150326797385622,1.070990905641146,15.119999999999997,0.17516339869281045,0.33725490196078434,10.621789497408159,13.395346405228754,15.409099129506878,60.34823529411766
11172852,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20047,3673,145,4.618295671113531,3.4280199752453493,25.33103448275862,13.689034121237833,1.219983664579363,1.0372745651853588,14.619999999999997,0.12986659406479717,0.18704056629458207,10.184360430729368,12.183022052817854,13.490540184146948,77.91338197658592
12435467,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.01,0.05,0.83,0.54,0.16,112,64,407,14,11,0,0,0,0,0,18,39167,6904,196,4.8550115874855155,3.546627932868232,35.224489795918366,20.77425952260911,1.333864426419467,1.0874784052368114,19.619999999999997,0.1712050984936269,0.18322711471610661,14.158277957764799,13.342508690614135,17.15806521486884,58.23721238205596
10533454,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.017,0,0,0,0,25,0,0,0,0,0,0,0,0,0,14,17954,3078,127,4.947043534762833,3.4111770297121353,24.236220472440944,13.164681401213267,1.3781676413255362,1.1418788173280694,14.119999999999997,0.17089018843404807,0.22644574398960363,9.762844264349997,14.153437296946066,14.755250682192251,65.6422537643321
14564327,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alere Medical,University of Pennsylvania,Penn Tower,0,0,17,24752,4102,145,5.159190638712823,3.536931928892885,28.28965517241379,22.712550752520595,1.4495368113115554,1.0976206103476691,20.83,0.17479278400780107,0.27011214041930764,11.385779182568639,15.276947830326666,15.832515774697274,55.49018576304243
10881824,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0001,0.03,0.06,0.54,0,0,0,0,0,0,0,0,0,0,0,8,15877,2608,120,5.195935582822086,3.5306144729560263,21.733333333333334,10.74277817480959,1.4305981595092025,1.1953411014398032,17.33,0.2036042944785276,0.2200920245398773,8.774775051124745,15.716518404907976,15.146252522540436,63.74706237218814
11173173,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.001,0.501,0.858,0.773,0.335,31,58,0,0,0,0,0,0,0,0,16,23508,4193,188,4.760553303124254,3.378535592119404,22.3031914893617,11.236332894930735,1.3470069162890532,1.0410939779552768,13.119999999999997,0.1755306463152874,0.24469353684712616,8.991488854270797,13.131829239208201,14.432391254828804,70.24047552024398
12749425,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,28403,5080,185,4.714763779527559,3.2909600331601676,27.45945945945946,13.617034158415162,1.3039370078740158,1.0522101209638164,15.619999999999997,0.16850393700787403,0.1921259842519685,11.051185358586935,12.686118110236222,15.417517381002718,68.65057778250691
12441935,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0.007,0.017,0.018,0.48,0,119,45,120,0,0,Immunex Corporation,0,0,0,0,13,15360,2718,110,4.7733627667402505,3.3092586829474295,24.70909090909091,14.472590642311301,1.2781456953642385,1.012421697636462,14.119999999999997,0.14643119941133187,0.2656364974245769,9.942208843400898,13.115643855776305,13.995611131997158,73.62414689945817
11927130,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,31,59,27,0,0,0,0,0,13,13619,2523,103,4.553705905667856,3.309532099256905,24.49514563106796,12.777027321895577,1.1712247324613556,1.0653732821477995,14.119999999999997,0.12326595323028142,0.2631787554498613,9.847364633719296,11.831470471660722,13.055837049333075,82.88681481823535
10533862,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,90,50,44,18,Membrana GmbH,0,0,0,0,17,14616,2558,80,4.8811571540265835,3.749481610621195,31.975,22.03045935155476,1.2005473025801408,0.9966045904161982,17.619999999999997,0.1313526192337764,0.2842064112587959,12.84254104769351,13.556716184519157,14.836745963215662,72.81407320172012
10885603,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.28,0.55,0.07,0.01,0.19,204,0,0,0,0,0,0,0,0,0,9,18346,3355,157,4.596125186289121,3.2632350405786004,21.369426751592357,12.407755341640069,1.2166915052160954,1.037748939118881,12.619999999999997,0.130849478390462,0.2724292101341282,8.600110491993128,12.206056631892697,12.681827069198551,82.2129305058521
11555501,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0007,0.0002,0.007,0.0001,0,54,0,0,0,0,0,0,0,0,0,14,14973,2607,94,4.8634445723053314,3.466946559297859,27.73404255319149,15.356813857995983,1.2692750287686996,1.0732675852541396,15.619999999999997,0.1308016877637131,0.22554660529344073,11.145937696382083,13.552803989259683,14.00983413023064,71.30427937467869
12749435,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,16,15664,2763,107,4.840390879478828,3.892872689440889,25.822429906542055,15.446895965105664,1.1121968874411872,1.0583169319873518,14.619999999999997,0.13210278682591386,0.22873688020267824,10.38181307734719,13.473195801664858,13.680242273281504,86.5333769673354
11174621,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,8,20185,3649,117,4.662921348314606,3.408797363847053,31.188034188034187,21.06882466646888,1.2606193477665113,1.0517718438854675,17.619999999999997,0.14908194025760482,0.28007673335160316,12.534846451316717,12.290030145245268,15.44741923266923,68.53074847809847
12442242,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10071,1779,70,4.779089376053963,3.1929145161287393,25.414285714285715,14.350168263562159,1.3501967397414278,1.0184319153747523,14.619999999999997,0.15570545250140527,0.3400786958965711,10.227996466714849,13.125778527262504,14.493219719538335,66.81285581787522
14566252,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,John Radcliffe Hospital,Medical Research,0,0,0,37,21756,3823,137,4.816897724300288,3.3951295034372952,27.905109489051096,16.917569709554318,1.2610515302118754,1.0213145753790767,15.619999999999997,0.1477896939576249,0.25294271514517397,11.221159673203488,13.274475542767462,14.730459267832103,71.82635441268849
11927223,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.092,0.05,0.091,0.075,0.049,27,30,0,0,0,Glaxo Wellcome Research and Development,United,Mater Hospital,0,0,14,25459,4413,149,4.9046000453206435,3.5110509587283425,29.61744966442953,17.642316034848218,1.2968502152730568,1.055195922741809,16.619999999999997,0.16655336505778381,0.20439610242465442,11.913601211794926,13.746739179696352,15.81716722869957,67.05976037850344
10534584,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0.275,0.013,0.333,0.09,0.05,20,74,0,0,0,0,0,0,0,0,16,30131,5384,193,4.773402674591382,3.4266158691748076,27.89637305699482,16.030233067346117,1.275445765230312,1.0772616894918159,15.619999999999997,0.16307578008915305,0.25092867756315007,11.22377953483359,13.01895988112927,15.313763480994364,70.61746960866589
12753879,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.19,0.07,0.08,0.34,0.05,217,203,223,0,0,California Tobacco-Related Disease Research Program,0,0,0,0,16,17889,3083,119,4.934803762568927,3.5286854324713643,25.907563025210084,13.289470533534136,1.4278300356795328,1.0966468984816593,14.619999999999997,0.19591307168342523,0.248134933506325,10.441390438757404,14.025676289328576,15.999437168214723,59.74440251092332
11174790,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,19,149,30,86,0,0,0,0,0,13,31707,5672,226,4.711565585331453,3.249462370180873,25.097345132743364,15.493347447939591,1.3136459802538787,1.035276821561846,14.619999999999997,0.16748942172073342,0.14703808180535965,10.10593382178564,12.739153737658675,14.84167861393513,70.22674476078738
14568634,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22246,3918,163,4.823379275140378,3.5666375424627446,24.03680981595092,14.693531612290645,1.3777437468095968,1.1335983551756763,14.119999999999997,0.18504338948443083,0.23608984175599795,9.688741282174142,13.433466054109243,15.177243646945087,65.88051705671795
11929644,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.05,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,11,19301,3689,126,4.3919761452968284,3.363917995000467,29.27777777777778,18.066383761622642,1.0946055841691515,1.0149780035259925,16.619999999999997,0.1127676877202494,0.19165085388994307,11.756218186199213,10.740721062618594,13.509314512876568,84.51442313484536
10534967,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.14,0.01,0.0001,0.58,0.90,0,0,0,0,0,0,0,0,0,0,13,22473,4106,131,4.628592303945446,3.2600861299277843,31.34351145038168,27.82659795463172,1.2206527033609351,0.9701103122306886,17.619999999999997,0.12761811982464685,0.20384802727715537,12.588451828082531,12.084841695080371,14.554592549557764,71.7541171735275
10886577,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.007,0.13,0.12,0,210,0,0,0,0,Kurashiki Central Hospital,Tottori University,University of Tokushima,Kyushu University,Kurume University,19,17817,3178,124,4.717747010698552,3.312105165289178,25.629032258064516,13.359000341072386,1.301447451227187,0.962833057240164,14.619999999999997,0.13058527375707993,0.24417872876022656,10.303847012728639,12.758174952800502,13.580107070628294,70.71907788424453
11560298,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ConAgra Foods ` Inc,Area General Internal Medicine,Mayo Clinic,Riverside Medical Clinic,0,22,27731,4873,164,4.8099733223886725,3.3700371069048134,29.713414634146343,16.27100445008709,1.4383336753539915,1.152194242288284,16.619999999999997,0.17976605786989533,0.22203981120459676,11.957272276806496,13.188048430125178,16.332174226269814,54.9928552113938
12756382,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Canadian Association of Emergency Physicians,The Montreal Children s Hospital Research Institute,0,0,0,15,17009,3028,116,4.759577278731836,3.3147303286901733,26.103448275862068,16.41016615465512,1.357661822985469,1.0200142971507307,15.119999999999997,0.16842800528401586,0.28335535006605017,10.508750512458434,12.989273447820342,15.107561165631907,65.48180977542934
11176403,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11955,1948,85,5.240246406570842,3.7854345159353264,22.91764705882353,14.943713254286248,1.2736139630390144,1.084804738795444,17.83,0.162217659137577,0.3347022587268994,9.231945887184443,15.927227926078029,14.143960827937114,75.82584696219351
12443589,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,129,20,0,0,CMEC,UK Medical Research Council,Department of Health,Wellcome Trust,0,26,35795,6528,229,4.620557598039215,3.1592510736660224,28.50655021834061,15.980421158881587,1.3059129901960784,0.9992035318311789,16.119999999999997,0.15931372549019607,0.2104779411764706,11.466345577532323,12.10414828431372,15.303396210032307,67.42061255779606
14571236,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,MedImmune,0,0,0,0,18,32379,6207,126,4.440631545029805,3.4351379670660482,49.26190476190476,130.54545130774514,1.1868857741259868,1.148896502594488,26.619999999999997,0.15627517319155793,0.24826808442081522,19.76727197403853,10.736394393426774,18.979693574584726,56.423630175608196
11929646,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,37,0,0,0,0,Medical Research Council,Department for International Development,0,0,0,10,22552,3981,119,4.790504898266767,3.2958509430010636,33.45378151260504,15.922879764218438,1.434312986686762,1.0395268455528701,18.619999999999997,0.16603868374780206,0.22808339613162523,13.447928078541137,12.994704848028132,16.59304053410376,51.53653309100581
10886592,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.005,0.05,0,0,0,16,12,0,0,0,0,0,0,0,0,15,27389,4576,157,5.081293706293707,3.412729585263557,29.146496815286625,13.172336633741864,1.3693181818181819,0.9963226639767941,16.619999999999997,0.14554195804195805,0.21131993006993008,11.716815509331433,14.79713286713287,14.89519157517542,61.40698755066592
12757964,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.40,0.20,0.01,0.029,0.788,30,0,0,0,0,0,0,0,0,0,23,22224,3846,163,4.9115964638585545,3.3029105184326024,23.595092024539877,11.2297213870047,1.3642745709828392,0.9958869747372665,13.619999999999997,0.1502860114404576,0.25871034841393653,9.498151214392134,13.968507540301612,13.88669160106084,67.46835288994384
11182175,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.3,0.005,0.004,0.001,0,66,0,0,0,0,0,0,0,0,0,22,21033,3729,134,4.803164387235184,3.4094479725506464,27.828358208955223,18.438487909316212,1.254223652453741,1.0653223054719618,15.619999999999997,0.15875569857870742,0.2995441137034057,11.194845563013573,13.195795119334942,15.13662197085631,72.48189542032398
12443950,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21758,3752,168,4.933901918976546,3.248919910588535,22.333333333333332,16.608801745134475,1.367537313432836,1.0357278404537813,13.119999999999997,0.17857142857142858,0.21641791044776118,9.004761904761905,14.149850746268655,14.537577659179597,68.47300995024878
10889283,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.11,0.41,0.16,0.02,0.20,0,0,0,0,0,0,0,0,0,0,15,18967,3476,124,4.6075949367088604,3.270392997468499,28.032258064516128,15.359611002373837,1.3107019562715765,1.0316542185929345,16.119999999999997,0.15477560414269276,0.2799194476409666,11.27481346746353,12.040368239355576,15.02850458662235,67.49687256394078
11562616,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,NIH,NINR,0,0,0,14,16024,2852,96,4.7166900420757365,3.073693587082757,29.708333333333332,15.472159490460456,1.3636044880785414,0.9666441361938647,16.619999999999997,0.1384992987377279,0.2661290322580645,11.938733052828425,12.639663394109398,14.717083471575197,61.32010197522209
12757969,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.01,0.6,0.001,0.02,0.1,160,0,0,0,0,0,0,0,0,0,17,30879,5679,186,4.590244761401655,3.156577849440947,30.532258064516128,18.72363825404074,1.241944004226096,0.9935561843116708,17.119999999999997,0.1410459587955626,0.20655044902271527,12.269321609324678,11.87712625462229,14.984186352252134,70.77629530698843
11182214,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.022,0.01,0.005,0.001,0.008,0,0,0,0,0,Royal College of General,British Heart Foundation,Northern & Yorkshire NHS Research and Development,0,0,37,31707,5655,216,4.757029177718833,3.414687633225855,26.180555555555557,15.228791326671919,1.3534924845269674,1.110398759298335,15.119999999999997,0.17807250221043325,0.20565870910698497,10.543451223106397,12.971925729442969,15.463919409343255,65.7562719201297
12445410,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0003,0.001,0.006,0.02,0.01,0,0,0,0,0,0,0,0,0,0,14,22855,4095,187,4.749206349206349,3.435974333302096,21.898395721925134,14.423149984555067,1.176068376068376,0.9777650044339412,12.619999999999997,0.12698412698412698,0.19755799755799755,8.810151939563704,13.082481074481073,12.655434004862126,85.1127437268614
11932074,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.040,0.0161,0.0009,0.0001,0.0083,11,131,150,0,0,Ministry of Education,Research and Technology,0,0,0,19,18695,3403,139,4.670584778136938,3.4673977291957057,24.48201438848921,14.357925911932584,1.2812224507787247,1.1218479734635078,14.119999999999997,0.1566265060240964,0.28298560094034675,9.855456357805323,12.51917719659124,14.315778070767603,73.59433605980337
14572489,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001,0.005,0.05,0.01,0.03,0,0,0,0,0,0,0,0,0,0,13,25223,4769,166,4.441602013000629,3.2070597120687494,28.728915662650603,21.737943534753168,1.226252883204026,1.0691773873192,16.119999999999997,0.165233801635563,0.17928286852589642,11.557659785714467,11.046198364436986,15.575793652997419,73.93415668334904
10543581,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Danish Health Insurance Fund,Danish Chiropractors Association,0,0,0,10,11236,2004,70,4.697604790419161,3.1320376373623264,28.62857142857143,14.630889923671496,1.3642714570858283,0.9829068002053128,16.119999999999997,0.1442115768463074,0.2884231536926148,11.509113202167095,12.554051896207582,14.736764235323143,62.35963473053894
11562625,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,30,0,0,0,0,0,0,0,13,11888,2106,70,4.763532763532764,3.327010264468112,30.085714285714285,24.42423532521606,1.3005698005698005,1.002144897947025,17.119999999999997,0.13010446343779677,0.3138651471984805,12.086327499660833,12.906248812915479,14.431513636033674,66.26979487179489
11182431,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,941,0,0,0,0,0,0,0,0,0,11,14360,2571,99,4.709062621548036,3.1691839920481963,25.96969696969697,13.905992354975007,1.367950213924543,1.0333095364353955,14.619999999999997,0.1411901983663944,0.3158304161804745,10.444354867225346,12.69638273045507,14.06817628641468,64.74716947774127
12757987,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,0,0,0,0,0,0,0,0,14,17568,2986,138,5.006028131279304,3.3226239098203147,21.63768115942029,13.048445402822713,1.3874748827863361,1.1069271809403296,12.619999999999997,0.19591426657736102,0.2116543871399866,8.73343817039906,14.604125920964503,14.891158243795378,67.4923785394644
12445750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18641,3414,153,4.637082601054481,3.404007623376024,22.313725490196077,15.437680571385991,1.2211482132396017,1.052780565715127,13.119999999999997,0.15934387814879905,0.2612770943175161,8.989227747337951,12.405377855887519,13.901157680251561,80.87742978738069
14572947,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,67,30,0,0,0,County Council of Västernorrland,Foundation for Medical Research,Mid Sweden University,Swedish Society of Nursing,Mid-Sweden Research and Development Centre,24,27920,4993,200,4.711195673943521,3.3056606995610345,24.965,11.372353632194107,1.3476867614660524,1.0083714770519427,14.119999999999997,0.14840777087923093,0.1760464650510715,10.045363108351694,12.741405968355696,14.125209145966132,67.481224979972
11932085,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.045,0.10,0.45,0.29,0.07,0,0,0,0,0,0,0,0,0,0,9,18647,3398,123,4.608004708652149,3.143972569596673,27.6260162601626,12.049350961354612,1.3254855797527958,0.9989675590738756,15.619999999999997,0.15361977633902296,0.20364920541494996,11.11185441460065,12.053772807533846,14.897776677167542,66.65851344884845
10546710,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Research Centers,National Center for Research Resources,National Institutes of Health,0,0,8,18170,3038,113,5.111915734035549,3.5011616046157688,26.884955752212388,16.09833188584933,1.4272547728768927,1.0910377702933471,15.119999999999997,0.2044107965766952,0.30118499012508226,10.835746619515634,15.037682685977614,16.521287284588233,58.80101612611932
10890292,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,National Cancer Institute,National Institute on Drug Abuse,0,0,0,8,19932,3300,128,5.163939393939394,3.2729849789279983,25.78125,11.915673196111726,1.5233333333333334,1.0796797777883589,19.33,0.20212121212121212,0.2878787878787879,10.393348484848486,15.376957575757576,16.169858967679946,51.79303125000001
11564386,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0001,0.05,0.01,0.1732,0.0982,215,0,0,0,0,Pfizer,Morris Plains,0,0,0,14,17034,2868,93,5.0801952580195255,3.785104500045699,30.838709677419356,27.690561224461778,1.3110181311018132,1.1083490029356629,17.119999999999997,0.15550906555090654,0.28068340306834033,12.397687497188105,14.751213389121336,15.639491216388748,64.62157578620597
12445849,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.001,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13466,2413,93,4.700787401574803,3.120836762709057,25.946236559139784,15.419754122692781,1.3046000828843762,0.9570099258042195,14.619999999999997,0.1413178615830916,0.2946539577289681,10.43502176828915,12.648454206382095,14.06817628641468,70.1304028804549
11932115,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001,0.003,0.002,0.013,0,12,85,174,0,0,0,0,0,0,0,23,29463,4947,179,5.057610673135233,3.2685620645329085,27.636871508379887,14.66697671259798,1.4509803921568627,1.0052241610289094,15.619999999999997,0.18981200727713765,0.19082272084091367,11.13067340626281,14.697157873458657,16.213421789986313,56.030634242523846
10890303,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9694,1768,63,4.611990950226244,3.0500286018174343,28.063492063492063,18.550604733967667,1.3552036199095023,0.9630060557696712,16.119999999999997,0.16515837104072398,0.34445701357466063,11.291460173813116,12.065384615384612,15.427994801295494,63.700329311211675
10546840,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11824,2084,80,4.79510556621881,3.29953735368036,26.05,14.511366125745813,1.3224568138195778,1.0112260902280341,15.119999999999997,0.15259117082533588,0.34452975047984646,10.481036468330135,13.199827255278311,14.51883192177937,68.51440355086372
14575760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.05,0.01,0,0,0,0,0,0,0,0,0,0,0,0,16,16755,3078,131,4.6120857699805065,3.369886641957159,23.49618320610687,15.068752204888469,1.2862248213125407,1.1014361602304397,13.619999999999997,0.16796621182586094,0.2345679012345679,9.465659767173092,12.2111241065627,14.47802065016159,74.1717541627606
11566168,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4768,863,38,4.669756662804171,3.4156865936317398,22.710526315789473,11.633845997282151,1.2074159907300115,1.0175715599772224,13.119999999999997,0.13557358053302435,0.40092699884125144,9.138439958528998,12.581089223638468,13.153215645466396,81.63642297371473
12450644,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,60,44,0,0,0,0,0,0,0,0,13,7820,1391,57,4.762760603882099,3.264779455272472,24.403508771929825,11.863599262815299,1.3508267433501078,1.0332835291795812,14.119999999999997,0.15600287562904386,0.3680805176132279,9.823804659023548,13.06392523364486,14.275570600244063,67.78549610907214
12763375,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17391,2970,115,4.973737373737373,3.5244395972440152,25.82608695652174,16.05487348514311,1.260942760942761,1.0472316092644933,14.619999999999997,0.14612794612794613,0.26531986531986534,10.388885961059875,14.257158249158245,14.227001869860064,73.94576416337289
10892945,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.011,0.066,0.023,0.012,0.062,0,0,0,0,0,0,0,0,0,0,17,19075,3155,127,5.14041204437401,3.3139851554830098,24.84251968503937,11.77259745101552,1.5556259904912837,1.1029445890287428,18.83,0.19904912836767036,0.18985736925515057,10.016627525362816,15.269337559429477,15.832585528268577,50.01388372412245
10547243,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,CAG Nutrition,ConAgra ` Inc,0,0,0,9,12103,2044,85,5.017123287671233,3.4383174325497907,24.04705882352941,20.102656708074402,1.4804305283757337,1.141713046977837,14.119999999999997,0.1898238747553816,0.33806262230919765,9.69475307931392,14.572309197651663,15.334480857734547,57.182812593530585
11932129,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.026,0.0006,0.01,0.02,0.0001,21,300,1000,60,14,National Cancer Institute,0,0,0,0,40,39611,6983,278,4.800945152513246,3.1842879486025417,25.118705035971225,15.568305618571975,1.3648861520836317,1.0551424596197678,14.619999999999997,0.15036517256193613,0.228268652441644,10.107628083413266,13.263995417442356,14.231508109385015,65.87014592221398
11567700,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,424,213,0,0,0,0,0,0,0,17,14512,2500,90,4.9492,3.3363260914837967,27.77777777777778,33.39877471269886,1.314,1.0491590288716806,15.619999999999997,0.1696,0.328,11.178951111111111,14.055856000000002,15.528669562421644,67.47615555555558
14575938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,45128,8010,286,4.798252184769039,3.3663775607033783,28.006993006993007,17.20036576661131,1.4047440699126093,1.071002515118917,16.119999999999997,0.19176029962546817,0.16541822721598,11.279501322647391,13.16210736579276,16.368171482029762,59.566553783295376
