Doc ID,Clinical Trial,Multicenter Study,Comparative Study,Randomized Controlled Trial,Non-U.S. Gov't,"N.I.H., Extramural",Letter,Non-P.H.S.,Pragmatic Clinical Trial,Observational Study,Phase I,Phase II,Phase III,Phase IV,pval-1,pval-2,pval-3,pval-4,pval-5,n-1,n-2,n-3,n-4,n-5,funding-1,funding-2,funding-3,funding-4,funding-5,sections,characters,words,sentences,chars-per-word-mean,chars-per-word-stdev,words-per-sentence-mean,words-per-sentence-stdev,syallables-per-word-mean,syallables-per-word-stdev,ARI,hard-word-ratio,lexical-density,gunning-fog-index,coleman-liau-index,SMOG,flesch-kincaid-index
17950147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21961,4015,135,4.6136986301369864,3.3690850500654546,29.74074074074074,18.19831178120691,1.3006226650062267,1.0746230614659942,16.619999999999997,0.14744707347447072,0.2557907845579078,11.955275125686086,12.03330510585305,15.092067004700613,66.61547068862139
17161060,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,10,16,11,0,0,0,0,0,25,26112,4742,142,4.619358920286799,3.2637017599076454,33.394366197183096,26.95437641184587,1.2564318852804723,1.0011425164238463,18.619999999999997,0.13749472796288487,0.18072543230704344,13.412744370058391,11.98948123154787,15.370316005600696,66.64558081513121
15766995,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,18,338,169,0,Aventis Pharma SA,0,0,0,0,20,30061,5196,167,4.965550423402617,3.723577649931616,31.11377245508982,22.835561772507013,1.1310623556581987,1.0498746758361788,17.619999999999997,0.14318706697459585,0.2569284064665127,12.502783808825768,14.071093148575827,15.187041374033988,79.56664566940024
16083700,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,National Institutes of Health,0,0,0,0,10,22133,3819,139,4.91018591254255,3.3441580128766244,27.47482014388489,16.100838270546184,1.4223618748363447,1.1066631903983732,15.619999999999997,0.17570044514270752,0.25006546216286984,11.06020823561104,13.834773500916466,15.680691480965113,58.6162429428021
17174222,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0001,0.03,0.0003,0.0007,0.001,0,0,0,0,0,0,0,0,0,0,17,27705,4936,161,4.792341977309563,3.6004657620222136,30.658385093167702,21.83148689108866,1.0933954619124797,1.0335766676701326,17.119999999999997,0.12621555915721233,0.27329821717990277,12.313840260929966,13.062633711507292,14.366763438865632,83.21548305263903
15781100,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,Fondo de Investigación Sanitaria,FIS,0,0,0,19,28182,4685,131,5.147918890074706,3.698457112738933,35.76335877862596,24.00507384221693,1.3641408751334045,1.1863286338591386,24.33,0.15859124866595517,0.2305229455709712,14.368780010916765,15.05583778014941,16.734261293303135,55.12887280340867
15860246,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0.0001,0.0002,0.0007,0.0004,0.002,61,0,0,0,0,0,0,0,0,0,20,22149,4073,126,4.601031180947705,3.430930744468722,32.32539682539682,21.178792926917957,1.1826663393076355,1.0782800959809906,18.119999999999997,0.13847287012030443,0.1843849742204763,12.985547878206852,11.902469923889026,15.215562675241255,73.97114991679628
16431185,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,Cooperative Studies Program,Department of Veterans Affairs Office of Research and Development,VA Medical Center,0,0,12,13475,2330,60,4.918025751072961,3.429555005981598,38.833333333333336,38.2193342972414,1.3824034334763948,1.080715060618834,21.119999999999997,0.18412017167381975,0.31201716738197427,15.606981402002862,13.657733905579395,18.40468871205951,50.46783619456369
17632131,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0.001,0.01,0,0,0,0,0,0,0,0,Esprit Pharma,Indevus,0,0,0,16,16625,2862,89,4.929769392033543,3.261357090098577,32.157303370786515,32.06169439051858,1.387141858839972,1.0716326567472534,18.119999999999997,0.17225716282320055,0.2952480782669462,12.931824213443887,13.838839972047516,16.574489632121136,56.84313582079008
18371487,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16917,2897,84,4.964791163272351,3.5663796456854384,34.48809523809524,25.59673080011334,1.3551950293406974,1.1234192733144424,19.119999999999997,0.18053158439765274,0.3054884363134277,13.86745072899716,14.000717984121508,17.38373617564475,57.18008385111035
16139331,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.05,0.001,0.39,0.14,0,267,3630,224,0,0,0,0,0,0,0,15,11444,2192,90,4.391423357664234,3.1563660476426287,24.355555555555554,14.790150921969381,1.1218065693430657,0.9741981839547956,14.119999999999997,0.11268248175182481,0.2568430656934307,9.787295214922953,10.882153284671531,12.593043910090195,87.20927534468778
18036453,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.005,0.015,0.47,0.37,0,30,0,0,0,0,Servier,Netherlands Heart Foundation,Netherlands Organisation for Health Research and Development,Ferrari,0,21,19630,3458,129,4.805378831694621,3.3664452192844694,26.8062015503876,13.041446861460965,1.3892423366107576,1.123602849406851,15.119999999999997,0.16541353383458646,0.22816657027183343,10.788646033688876,13.237536148062464,15.158614363179982,62.09680374908652
17638595,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,25002,4420,167,4.769683257918552,3.189480387960138,26.46706586826347,13.439639459780468,1.3368778280542986,1.0210548434486588,15.119999999999997,0.1592760180995475,0.2323529411764706,10.650536754545207,13.037665158371041,14.858425263531768,66.87106389031895
17306703,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0.20,0.32,0.25,0.005,0.33,0,0,0,0,0,Amgen,Charité Medical School,British Heart Foundation,Amgen `,0,31,28085,5159,188,4.5921690250048455,3.3919345189218024,27.44148936170213,16.942235358606318,1.235316921884086,1.064188481465965,15.619999999999997,0.14886605931382052,0.21069974801318084,11.03614216840638,11.965760806357817,14.675500599689524,74.47407670647868
16185958,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0.0001,0.006,0.0014,0.0002,0,117,200,0,0,0,Axcan Pharma Inc,0,0,0,0,27,32049,5983,197,4.508942002339963,3.2351109867260295,30.370558375634516,22.49285025161835,1.1761658031088082,0.9874888368187518,17.119999999999997,0.1298679592177837,0.22129366538525824,12.20017053394092,11.40272104295504,14.474565828827675,76.5052563057258
18061276,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0,204,63,11,12,19,Wyeth Nederland,0,0,0,0,22,14950,2645,114,4.792060491493384,3.470953235852792,23.20175438596491,11.273102002257376,1.3425330812854441,1.0877526154640142,13.619999999999997,0.16408317580340265,0.23440453686200377,9.346335024707326,13.280695652173911,14.275570600244063,69.70692062149708
17644419,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21076,3809,144,4.6765555263848775,3.3378368023377605,26.45138888888889,18.649820434880922,1.3570490942504594,1.0489013979113044,15.119999999999997,0.16644788658440535,0.28065108952480966,10.647134710189318,12.490543449724331,15.116039646270576,65.18048690418892
16963674,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0.008,0,0,0,15,10,25,0,0,0,0,0,0,0,19,21139,3759,113,4.745943069965416,3.3013606800065753,33.26548672566372,18.10486206358226,1.2444799148709764,1.017657692934315,18.619999999999997,0.13168395849960096,0.19393455706304868,13.35886827366533,12.736227720138334,15.085716878036262,67.78753017536673
16461077,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Indevus Pharmaceuticals `,North Texas Clinical Research,0,0,0,17,26276,4490,130,4.969265033407573,3.238556926067478,34.53846153846154,19.503986412702446,1.4469933184855235,1.0808145055449445,19.119999999999997,0.18173719376391984,0.18975501113585747,13.888079492890185,14.026138084632521,17.44169357241834,49.36282679458628
17336698,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.44,0.35,0.07,0,0,0,0,0,0,0,0,0,0,0,0,19,21893,3945,99,4.717617237008872,3.4113455258387786,39.84848484848485,32.82369839387876,1.211153358681876,1.0923461398836036,21.619999999999997,0.14043092522179976,0.21825095057034222,15.995566309482662,12.465581749049427,16.64304729585518,63.925213734301195
17651893,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.001,0.008,0.002,0,0,0,0,0,0,0,Schwarz BioSciences GmbH,Pfizer,0,0,0,23,17479,3158,98,4.676694110196327,3.416913005062561,32.224489795918366,22.94526459343586,1.2526915769474352,1.068186039214175,18.119999999999997,0.1564281190626979,0.253008233058898,12.952367165992426,12.34939835338822,15.955222173127776,68.14943544738986
18402899,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0001,0.0003,0.049,0,0,0,0,0,0,0,Pfizer,National Institutes of Health,0,0,0,25,14813,2636,84,4.75,3.387679989546674,31.38095238095238,18.15124195817496,1.236722306525038,1.1052556535213296,17.619999999999997,0.13277693474962063,0.251896813353566,12.605491726280802,12.79792109256449,14.790194502661404,70.35662620131515
18160120,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0001,0.581,0.001,0,0,0,0,0,0,0,Takeda Europe Research and Development Centre,Eli Lilly and Company,0,0,0,22,17296,3017,106,4.875372886973815,3.4912328717358645,28.462264150943398,15.707550218682,1.1786542923433874,1.0049241445120163,16.119999999999997,0.12595293337752733,0.24527676499834272,11.43528683372837,13.603606231355649,13.945526449251872,78.2316487545419
18424324,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,574,25,101,72,Projets Hospitaliers de Recherche Clinique,Recherche Clinique,Brest University Hospital,Swiss National Research Foundation,0,20,38280,6623,210,4.915899139362827,3.5655012448808217,31.538095238095238,24.486711095571156,1.2885399365846293,1.0928623311716865,17.619999999999997,0.17378831345311793,0.19251094670089083,12.684753420619344,13.770080024158236,16.503458190208605,65.81335469827371
17868810,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0001,0.06,0,0,0,145,80,0,0,0,Cardiology Department,University Clinic Hospital,0,0,0,31,11683,2098,76,4.71210676835081,3.485928692590446,27.605263157894736,18.367419668074167,1.2316491897044806,1.108547469706065,15.619999999999997,0.171115347950429,0.30934223069590083,11.110551402338068,12.666463298379405,15.545204636402886,74.6181364457378
17084268,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.001,0.12,0.026,0.05,0,0,0,0,0,0,0,0,0,0,0,24,24480,4414,140,4.704349796103307,3.5114385770090877,31.52857142857143,24.041164594644822,1.3318985047575895,1.1656911837180424,17.619999999999997,0.18781150883552333,0.22360670593565926,12.686553174962782,12.526370638876298,17.030488581720892,62.154886497507945
17437739,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0.001,0,0,0,110,260,0,0,0,0,0,0,0,0,6,13897,2359,96,5.022467147096227,3.4179966530269574,24.572916666666668,12.551992747361854,1.470538363713438,1.1232389701575658,14.119999999999997,0.21280203476049173,0.22255192878338279,9.914287480570865,14.585078423060619,16.19264897701999,57.48594401317651
16236868,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,11,13,0,0,0,0,0,0,0,0,23,37067,6458,234,4.836172189532363,3.2041350416955026,27.5982905982906,17.38039931437731,1.3666769897801176,0.9410634377247835,15.619999999999997,0.1314648497986993,0.14958191390523382,11.09190217923572,13.39615980179622,14.010652261299146,63.2018617073371
18191732,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.003,0.01,0.18,0.004,0.03,36,0,0,0,0,Vifor International to Imperial College,British Heart Foundation,0,0,0,31,22456,4128,166,4.59859496124031,3.348864739731219,24.867469879518072,19.526374446226285,1.2766472868217054,1.0624942456737723,14.119999999999997,0.16424418604651161,0.2810077519379845,10.012685626225835,12.082606589147286,14.674413726189712,73.5901576071729
17892986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,26,25,0,0,0,0,0,0,0,21,24746,4638,140,4.466796032772747,3.2539150980621914,33.128571428571426,28.878769891781875,1.1688227684346701,1.0144886000046913,18.619999999999997,0.12548512289780078,0.1998706338939198,13.301622620587692,11.097447175506684,14.776859913391071,74.32709379042693
16537862,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.05,0.001,0,0,0,0,0,0,0,0,MEDELA AG,0,0,0,0,18,17990,3343,113,4.510320071791804,3.122925114049371,29.58407079646018,18.220242698574108,1.202811845647622,0.9875151825173445,16.619999999999997,0.13640442716123244,0.2147771462758002,11.888190089448564,11.429171402931498,14.605036470550289,75.04928599980413
15947323,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02,0.009,0.05,0.9,0.7,168,61,107,114,0,0,0,0,0,0,20,27571,4780,142,4.877405857740586,3.290819909289906,33.66197183098591,17.05056614935074,1.4223849372384938,1.1060606187472177,18.619999999999997,0.18263598326359834,0.199163179916318,13.537843125699807,13.501807531380752,17.2938164575908,52.33433290117276
17448820,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,1762,0,0,0,Sanofi-Aventis,Parexel,AstraZeneca,0,0,23,29681,5290,161,4.772589792060492,3.665474260466274,32.857142857142854,31.934083896140102,1.1918714555765595,1.0335281350679841,18.119999999999997,0.1448015122873346,0.22022684310018903,13.200777747772078,12.900741020793951,15.5899131146511,72.6526748582231
17099012,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.198,0.361,0.584,0.012,0.115,27,32,13,40,0,NSHSBETHINST,Clinical Investigation Department,KCA,0,0,15,24707,4514,141,4.606114311032344,3.2441691628989076,32.01418439716312,22.76964954106447,1.2558706247230838,1.0415999285917141,18.119999999999997,0.14576871953921133,0.19915817456801063,12.863981246680934,11.938661940629153,15.470042427545799,68.09394798530656
18496508,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0001,0.03,0.04,0.61,0.083,0,0,0,0,0,0,0,0,0,0,15,19880,3407,119,5.000293513354857,3.639873447791623,28.630252100840337,19.323677206560973,1.2174933959495158,1.0347071197077407,16.119999999999997,0.1408864103316701,0.22160258291752274,11.508455404468805,14.333818608746697,14.602498388805092,74.77535282031803
17904420,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.07,0.03,0,0,0,0,0,0,0,0,Fondo de Investigación Sanitaria,0,0,0,0,17,14589,2776,127,4.418227665706052,3.3382002854812893,21.858267716535433,18.517141097796266,1.192363112391931,1.001323388483818,12.619999999999997,0.1336455331412104,0.28674351585014407,8.796765299870657,11.13808357348703,12.893150796301498,83.7749389593592
16564210,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.04,0.07,0.17,0.30,0.009,30,74,72,0,0,0,0,0,0,0,23,19450,3648,144,4.501370614035087,3.241913994362139,25.333333333333332,22.757462466235054,1.2266995614035088,0.9970902622736052,14.619999999999997,0.12938596491228072,0.27247807017543857,10.185087719298245,11.495427631578945,13.47181813080746,77.34288377192983
15947625,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0.01,0.001,0.03,0.0001,0.0005,0,0,0,0,0,Mount Zion Health Services `,University of California,San Francisco Academic Senate,Committee on,National Institute of Child Health and Human Development,21,16562,2867,95,4.897802581095221,3.3835454301206407,30.178947368421053,20.60674282714299,1.4154168119986048,1.1123821782302563,17.119999999999997,0.19079176839902337,0.26194628531566094,12.147895654728032,13.693603069410532,16.837185240009575,56.45910612597068
16297506,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.05,0.01,0,0,0,0,0,0,0,0,Windermere Foundation,0,0,0,0,26,28427,5027,156,4.76307937139447,3.157203233642386,32.22435897435897,20.68802792888764,1.3894967177242887,0.9928153065264368,18.119999999999997,0.15078575691267157,0.19793117167296598,12.950057892508656,12.857346329818977,15.721753093096662,56.575853321550824
17466196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21162,3902,102,4.590978985135828,3.429339552566618,38.254901960784316,30.332052215015906,1.2949769349051767,1.1364341353831242,21.119999999999997,0.1652998462327012,0.24295233213736545,15.368080722806807,11.74286007175807,17.49473101335144,58.45122581682597
17919894,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0.395,0.918,0.677,0.156,0.479,0,0,0,0,0,0,0,0,0,0,21,18051,3368,90,4.555819477434679,3.623566805496288,37.422222222222224,38.32767585673928,1.0320665083135392,1.0610362661770751,20.619999999999997,0.12470308788598575,0.21318289786223277,15.018770124043284,11.548313539192396,15.470042427545799,81.53861784111903
15954919,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.42,0.49,0.294,0,0,44,0,0,0,0,Takeda Pharmaceuticals North America `,VA Medical Center,0,0,0,19,17944,3064,127,4.987924281984334,3.5383516620004785,24.125984251968504,11.618944660149783,1.350195822454308,1.0936128518920312,14.119999999999997,0.17493472584856398,0.28100522193211486,9.720367591126829,14.397767624020887,14.865245096763395,68.12055940461754
18641111,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.24,0.38,0.46,0.09,0.01,30,24,13,11,0,Respironics,Respironics `,0,0,0,23,23034,3997,174,4.877658243682762,3.401450217756309,22.971264367816094,13.523017483547871,1.2987240430322742,1.0803032192257345,13.119999999999997,0.1531148361270953,0.20015011258443832,9.249751681577276,13.793074806104578,13.842961372877724,73.64711262613629
17933438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14133,2430,87,4.937037037037037,3.4079899499314092,27.93103448275862,15.075618004570407,1.3415637860082306,1.0362859549727719,15.619999999999997,0.15761316872427983,0.3004115226337449,11.23545906059316,13.980197530864192,15.115387668371952,64.98870370370372
16580189,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11519,2122,84,4.553722902921772,3.049054822133687,25.261904761904763,15.569602023543938,1.2544769085768144,0.8952804173492637,14.619999999999997,0.1182846371347785,0.29783223374175305,10.152075759615817,11.805598491988686,13.004214809459178,75.06542020106818
17113893,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.018,0.598,0.010,0.020,0.949,72,0,0,0,0,National Science Council,0,0,0,0,20,24197,4512,134,4.5212765957446805,3.3662148877546203,33.67164179104478,28.074223887906776,1.24822695035461,1.050865799038019,18.619999999999997,0.15425531914893617,0.1697695035460993,13.530358844077487,11.407588652482268,16.148685453198357,67.05828358208956
18547757,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.001,0.210,0.05,0.012,0,0,0,0,0,0,Eli Lilly and Company,0,0,0,0,20,20011,3504,129,4.865582191780822,3.6982875272762947,27.162790697674417,20.165638587735398,1.2003424657534247,1.004316317155375,15.619999999999997,0.1355593607305936,0.2537100456621005,10.919340023362004,13.58126712328767,14.091278901982477,77.71579483912075
17494789,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.05,0.001,0,0,0,25,17,31,22,0,University of Milan Fondo Interuniversitario,University and Research Progetto,0,0,0,18,24025,4380,138,4.615525114155251,3.3803072855368534,31.73913043478261,21.670156527119733,1.2623287671232877,1.1015523853210025,17.619999999999997,0.15365296803652967,0.21187214611872146,12.757113361127656,11.999671232876715,15.744845656847275,67.82676891006552
19233423,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0001,0.0017,0.0018,0.1372,0.0363,0,0,0,0,0,Watson Pharmaceuticals,0,0,0,0,18,21314,3750,153,4.787733333333334,3.2527984436398922,24.50980392156863,14.648117198510537,1.3994666666666666,1.0603244440463304,14.119999999999997,0.17066666666666666,0.20346666666666666,9.872188235294118,13.20704,14.813037021129713,63.56266901960787
18656731,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.04,0.058,0.0003,0.096,0,0,0,0,0,0,Wyeth Pharmaceuticals,0,0,0,0,23,11361,1827,65,5.313081554460865,3.5585324201320283,28.107692307692307,19.073151185733472,1.4263820470717024,1.004743369187702,20.83,0.19485495347564313,0.27859879584017516,11.32101890446718,16.186622879036673,16.49854122875862,57.63377112542631
18342185,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0.01,0.001,0.05,0,0,0,0,0,0,0,Esprit Pharma,Indevus Pharmaceuticals,0,0,0,18,18808,3373,91,4.7408834865105245,3.2961538105534918,37.065934065934066,33.994379338617534,1.294989623480581,1.055558956245918,20.619999999999997,0.16305959086866292,0.2499258820041506,14.891597462721093,12.641873702935069,17.173577425445423,59.65695477661977
16709464,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829,341,488,0,0,Takeda Pharmaceuticals North America,0,0,0,0,22,21192,3864,139,4.654244306418219,3.3873296522129173,27.798561151079138,18.09803410579232,1.2875258799171843,1.1036746749069672,15.619999999999997,0.1669254658385093,0.22981366459627328,11.18619464676706,12.320952380952377,15.435113664146414,69.69477099066091
18922335,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.52,0.03,0.13,0.0005,0.27,968,60,100,0,0,Restore Medical,0,0,0,0,16,13353,2287,70,4.959772627896808,3.405536835526932,32.67142857142857,25.31810455424066,1.4079580236117184,1.0620768075430664,18.119999999999997,0.1845212068211631,0.3108876257105378,13.142379911299896,14.005002186270225,17.155691246628667,54.560251202448654
19463397,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.001,0.01,0,0,0,316,0,0,0,0,National Institutes of Health,Multidisciplinary Clinical Research Career Development Programs,0,0,0,23,17083,3009,109,4.82851445663011,3.5229827419588524,27.605504587155963,16.583134196807627,1.3725490196078431,1.135717330140525,15.619999999999997,0.18178796942505815,0.28015952143569295,11.11491702263241,13.350933865071454,15.92660624001812,62.69776578521318
19643262,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.001,0.291,0.023,0.059,0.009,0,0,0,0,0,PSG,0,0,0,0,31,24138,4294,141,4.751513740102468,3.34247053615173,30.45390070921986,18.931257288752064,1.2899394503959012,1.0429815554449884,17.119999999999997,0.1623195156031672,0.2447601304145319,12.24648808992921,12.827154168607358,15.830505124145105,66.79541327664863
18676075,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.05,0.001,0.7,0.5,0.9,0,0,0,0,0,0,0,0,0,0,16,27081,4798,142,4.791996665277199,3.5019400404182663,33.7887323943662,28.435027591448904,1.1869528970404335,1.0022746184282088,18.619999999999997,0.12859524802000832,0.2173822426010838,13.566931056954482,12.997265527303039,15.037223925393757,72.12322153009765
20724733,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,Ministry of Health,0,0,0,0,18,20477,3650,122,4.724109589041096,3.3754379497695726,29.918032786885245,21.934383802430037,1.3786301369863014,1.1430398100273218,16.619999999999997,0.19205479452054794,0.19917808219178082,12.044035032562318,12.678345205479452,16.822901538424983,59.83608713227038
18995887,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,0,0,0,0,Astellas Pharma US `,0,0,0,0,12,16443,2855,103,4.904028021015762,3.5359651641131236,27.718446601941746,24.57179056725301,1.31138353765324,1.078962893355831,15.619999999999997,0.16987740805604204,0.2119089316987741,11.155329603999116,13.791859894921192,15.525545994758776,67.75772941356506
19674806,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.001,0.007,0.02,0.023,0.191,50,15,16,19,0,0,0,0,0,0,19,18550,3281,127,4.796708320633953,3.3907785839606372,25.834645669291337,12.942954067464699,1.2871075891496495,1.0956214769303558,14.619999999999997,0.15665955501371534,0.28070710149344713,10.396522089722021,13.215958549222794,14.621867866286454,71.72353260360896
20079647,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.05,0.01,0.03,0.002,0.006,0,0,0,0,0,0,0,0,0,0,29,13230,2326,78,4.800515907136716,3.2915296558987355,29.82051282051282,19.661910959790827,1.380481513327601,1.034173344181862,16.619999999999997,0.16466036113499571,0.33705932932072225,11.994069272659127,13.129905417024936,15.788030672423748,59.77844345966446
19007693,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.71,0.37,0.0003,0.96,0.07,0,0,0,0,0,General Electric,GE,GE Healthcare,0,0,26,30129,5147,176,5.001942879347193,3.6244725837209546,29.244318181818183,14.781937688211986,1.377112881290072,1.2131095838741883,16.619999999999997,0.20594521080240916,0.23100835438119294,11.780105357048237,14.328144550223431,17.14889084106723,60.648267288314486
19477503,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Covidien,NHS,Medical Research Council,0,0,21,37849,7743,158,4.104739764948986,3.227290470065381,49.00632911392405,209.60829397321643,1.1445176288260364,0.9448294710492546,21.910000000000004,0.12553273924835334,0.24422058633604546,19.652744741268965,8.76356967583624,17.29843684341926,60.26738455068444
18617382,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.003,0.001,0.097,0.05,0.014,0,0,0,0,0,ResMed Ltd,B&D Electromedical Ltd,0,0,0,13,17822,3186,104,4.689893283113622,2.996262169800588,30.634615384615383,19.237936677763166,1.32015065913371,0.9941136631240448,17.119999999999997,0.1362209667294413,0.2517263025737602,12.308334540537931,12.460765850596356,14.799161127979115,64.05611962190355
19303634,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7812,3923,615,618,0,Boston Scientific,SJP,TCC,Cordis,Eli Lilly,18,26363,4706,149,4.759243518912027,3.402887531330969,31.583892617449663,27.99374946429064,1.2977050573735656,1.0887910155190823,17.619999999999997,0.1529961750956226,0.2103697407564811,12.694755517018116,12.847981300467485,15.687029765689886,64.99150113948495
19095130,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0.001,0.01,0,0,0,50,360,433,11,320,0,0,0,0,0,27,23161,4066,154,4.844810624692572,3.523496093977645,26.4025974025974,14.436934967250513,1.3622725036891294,1.1677913884307425,15.119999999999997,0.18765371372356124,0.26660108214461387,10.636100446528387,13.48134776192818,15.844992400671476,64.78810982426332
18755458,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,13,18001,3283,130,4.611331099604021,3.0809739552332918,25.253846153846155,11.58407858076313,1.4179104477611941,1.0324993460969603,14.619999999999997,0.17088029241547364,0.2187024063356686,10.169890578504653,12.144599451720985,14.996475664141006,61.24712227324916
20117384,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.04,0.0001,0.039,0,0,0,0,0,0,0,Reed Tuckson,American College of Cardiology Foundation,0,0,0,27,21621,3733,127,4.9190999196356815,3.594743101777013,29.393700787401574,18.12441897495206,1.4393249397267613,1.1885602296228974,16.619999999999997,0.18805250468791856,0.27886418430216986,11.832701316835797,13.8373854808465,16.56020150793804,55.23350379990342
20883929,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05,0.01,0.001,0.06,0,158,0,0,0,0,0,0,0,0,0,31,28662,4965,166,4.912386706948641,3.511259895692893,29.90963855421687,19.389726204689115,1.3230614300100705,1.1198918518450673,16.619999999999997,0.16435045317220545,0.21812688821752266,12.02959560295563,13.785611278952668,15.794997558556812,64.54571988861794
19501439,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27399,4816,121,4.828073089700997,3.4373685423600464,39.80165289256198,41.448486066986575,1.3687707641196014,1.1278463069769167,21.619999999999997,0.1760797342192691,0.2537375415282392,15.991093050712502,13.115681063122924,18.25252569089752,50.63831566953132
19716598,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2739,1218,5993,3006,0,0,0,0,0,0,21,32343,6257,217,4.345533003036599,3.4920662190414555,28.83410138248848,28.224630336601795,1.1061211443183634,0.9834810295786485,16.119999999999997,0.11203452133610356,0.2470832667412498,11.578454361529834,10.478651110755955,13.39682143897501,83.99053828744066
